Title,Source title,Cited by,Authors Country,Author Keywords,Year
"Design and synthesis of novel imidazo[1,2-a]quinoxalines as PDE4 inhibitors",Bioorganic and Medicinal Chemistry,34,France,"Imidazo[1,2-a]quinoxaline, Phosphodiesterase 4, Phosphodiesterase inhibition",2004
"GABAA Receptor Modulators with a Pyrazolo[1,5-a]quinazoline Core: Synthesis, Molecular Modelling Studies and Electrophysiological Assays",International Journal of Molecular Sciences,6,Italy,"electrophysiological studies, GABA<sub>A</sub> receptor modulators, molecular modeling, pyrazolo[1,5-a]quinazoline",2022
"A sequential one-pot protocol for the synthesis of dihydrobenzo[6,7]indolo- [3′,4′:3,4,5]azepino[2,1- a ]isoquinolines using a gold-silver combined catalyst 1",Synthesis (Germany),15,India,"alkyne, annulation, indole, Lewis acid, polyheterocycles, regioselective",2013
"Design, synthesis and antimalarial activity of novel bis{N-[(pyrrolo[1,2-a]quinoxalin-4-yl)benzyl]-3-aminopropyl}amine derivatives",Journal of Enzyme Inhibition and Medicinal Chemistry,61,France,"antileishmanial activity, Antimalarial activity, bis-pyrrolo[1,2-a]quinoxaline, G-quadruplex, Plasmodium falciparum",2017
"Mapping pilicide anti-virulence effect in Escherichia coli, a comprehensive structure-activity study",Bioorganic and Medicinal Chemistry,40,"Sweden, United States","2-Pyridone, Antivirulence, Biofilm inhibitor, Peptidomimetic, Pilicide, Structure-activity",2012
"The [1,2,4]Triazolo[4,3-a]pyridine as a New Player in the Field of IDO1 Catalytic Holo-Inhibitors",ChemMedChem,4,"United Kingdom, Italy, Peru","1,2,4-triazole, Drug discovery, in-silico design, Indoleamine 2,3-dioxygenase-1 inhibitors, Virtual screening",2021
"Amino substituted benzimidazo[1,2-a]quinolines: Antiproliferative potency, 3D QSAR study and DNA binding properties",European Journal of Medicinal Chemistry,48,"France, Croatia","3D-QSAR, Antiproliferative activity, Benzimidazoles, Benzimidazo[1,2-a]quinolines, DNA binding properties",2016
"Investigations on synthesis and structure elucidation of novel [1,2,4]triazolo[1,2-a]pyridazine-1-thiones and their inhibitory activity against inducible nitric oxide synthase",Bioorganic and Medicinal Chemistry,8,Germany,"Hexahydropyridazine-1-carbothioamide [1,2,4]Triazolo[1,2-a]pyridazine-1- thiones, Inducible nitric oxide synthase, RINm5F",2013
"Facile and Mild Access to Fluorescent Ladder-Type Indolo[3,2- a ]carbazoles via Cascade Annulation",Synthesis (Germany),0,China,"cascade annulation, fluorescence, indolo[3,2- a ]carbazole, ladder-type, mild reaction",2021
"Synthesis, characterization and antimicrobial activity of novel substituted aryl-1,3,4-oxadiazolo-[3,2-a]-1,3,5-triazine derivatives",International Journal of Drug Delivery,1,India,"1,3,4-Oxadiazole, 1,3,4-oxadiazolo-[3,2-a]-1,3,5-triazine, 1,3,5-triazine, Antimicrobial activity, Schiff's base",2013
"Synthesis and antibacterial activity of 3-O-carbamoyl derivatives of 6,11-di-O-methylerythromycin A: A novel class of acylides",European Journal of Medicinal Chemistry,5,China,"3-O-Carbamoyl derivatives, Acylide, Antibacterial activity, Synthesis",2010
Discovery of Clinical Candidate GLPG3970: A Potent and Selective Dual SIK2/SIK3 Inhibitor for the Treatment of Autoimmune and Inflammatory Diseases,Journal of Medicinal Chemistry,3,"Belgium, France",,2024
"Synthesis and pharmacological evaluation of pyrazolo[1,5-a]pyrimidin-7(4H)-one derivatives as potential GABAA-R ligands",Bioorganic and Medicinal Chemistry,17,Italy,"Drug design, GABA<sub>A</sub>, Pyrazolo[1,5-a]pyrimidin-7(4H)one, Receptor",2017
"Intramolecular Reductive Amidation of Unactivated Esters with Nitroarenes: A Telescoped Synthesis of Tetrahydropyrrolo/Pyrido[1,2-a]quinoxalinones",Journal of Organic Chemistry,0,India,,2024
"Design, synthesis and anticancer activity of N3,N 11-bis(2-hydroxyethyl)-14-aryl-14H-dibenzo[a,j]xanthenes-3, 11-dicarboxamide",Chemical and Pharmaceutical Bulletin,17,China,"Antitumor activity, Cell apoptosis, Dibenzo[a,j]xanthene, NMR, Synthesis",2013
"New ferrocenic pyrrolo[1,2-a]quinoxaline derivatives: Synthesis, and in vitro antimalarial activity - Part II",European Journal of Medicinal Chemistry,116,"Brazil, France","Antimalarial activity, Ferrocenic pyrrolo[1,2-a]quinoxaline, Plasmodium falciparum, Synthesis",2011
"Improving Aqueous Solubility and In Vitro Pharmacokinetic Properties of the 3-Nitroimidazo[1,2-a]pyridine Antileishmanial Pharmacophore",Pharmaceuticals,5,France,"gastrointestinal permeability, Imidazo[1,2-a]pyridine, Leishmaniaspp, microsomal stability, nitroaromatic, nitroreductases, structure-activity relationships, thermodynamic solubility",2022
"Synthesis of Indeno[1′,2′:4,5]imidazo[1,2-a]pyridin-11-ones and Chromeno[4′,3′:4,5]imidazo[1,2-a]pyridin-6-ones through Palladium-Catalyzed Cascade Reactions of 2-(2-Bromophenyl)imidazo[1,2-a]pyridines",Journal of Organic Chemistry,31,China,,2016
"Cu-catalysed diversity-oriented synthesis of isoxazole and imidazo[1,2-a]azine conjugates",Tetrahedron,1,India,"Copper triflate, GBB reaction, Imidazopyridines, Lewis acid, Multicomponent reaction",2024
"Iridium(III)-Catalyzed Difluoroalkylation-Bicyclization of 1,7-Enynes toward Benzo[a]fluoren-5-ones under Visible-Light Photoredox Conditions",Synthesis (Germany),7,China,"1,7-enynes, benzo[a]fluoren-5-ones, bicyclization, difluoroalkylation, photocatalysis",2020
"Discovery of highly potent tubulin polymerization inhibitors: Design, synthesis, and structure-activity relationships of novel 2,7-diaryl-[1,2,4]triazolo[1,5-a]pyrimidines",European Journal of Medicinal Chemistry,47,China,"2,7-Diaryl-[1,2,4]triazolo[1,5-a]pyrimidine, Anticancer agents, Tubulin inhibitors",2021
"Design, synthesis and biological evaluation of novel scaffold benzo[4,5]imidazo [1,2-a]pyrazin-1-amine: Towards adenosine A2A receptor (A2A AR) antagonist",European Journal of Medicinal Chemistry,14,"China, India","Adenosine A<sub>2A</sub> receptor (A<sub>2A</sub> AR) antagonist, Benzo[4,5]imidazo[1,2-a]pyrazin-1-amine, Cancer immunotherapy, T-cell activation",2021
"Discovery of imidazo[1,2-a]pyridine-based anthelmintic targeting cholinergic receptors of Haemonchus contortus",Bioorganic and Medicinal Chemistry,14,France,"Antagonist effect, Anthelmintic, Cholinergic receptors, Haemonchus contortus, Imidazo[1,2-a]pyridine",2017
"[1,2,4]Triazolo[4,3-a]phthalazines: Inhibitors of diverse bromodomains",Journal of Medicinal Chemistry,81,United Kingdom,,2014
"Synthesis of C-6 substituted pyrazolo[1,5-a]pyridines with potent activity against herpesviruses",Bioorganic and Medicinal Chemistry,41,United States,"Alkynyl ketone, HSV, Pyrazolo[1,5-a]pyridines, Pyrimidine synthesis",2006
"Design, synthesis, and biological evaluation of novel 4-alkylamino-1- hydroxymethylimidazo[1,2-a]quinoxalines as adenosine A 1 receptor antagonists",Bioorganic and Medicinal Chemistry,22,China,"Adenosine A <sub>1</sub> receptor, Imidazo[1,2-a]quinoxaline, Tricyclic heteroaromatic compounds",2004
"Imidazo[1,2-a]pyridine Derivatives as AMPK Activators: Synthesis, Structure–Activity Relationships, and Regulation of Reactive Oxygen Species in Renal Fibroblasts",ChemMedChem,1,China,"activators, AMPK, imidazo[1,2-a]pyridines, reactive oxygen species, renal fibroblasts",2023
"Discovery and optimization of pyrrolo[1,2-a]pyrazinones leads to novel and selective inhibitors of PIM kinases",Bioorganic and Medicinal Chemistry,35,Italy,"Anti-cancer agents, Kinase selectivity, Natural product scaffold, PIM kinases, Pyrrolopyrazinone",2013
"Synthesis of copper and zinc 2-(pyridin-2-yl)imidazo[1,2-a]pyridine complexes and their potential anticancer activity",European Journal of Medicinal Chemistry,69,South Africa,"Apoptosis, Breast cancer (MCF-7 and MDA-MB-231), Copper and zinc imidazo[1,2-a]pyridines, Fluorescence microscopy, Leukemia (K562 and HL-60) and colorectal cancer (HT-29), Multicomponent coupling reactions, Necrosis and paraptosis",2017
"Pyrazolo[1,5-a]pyrimidines, triazolo[1,5-a]pyrimidines and their tricyclic derivatives as corticotropin-releasing factor 1 (CRF 1) receptor antagonists",Bioorganic and Medicinal Chemistry,44,Japan,"Antagonist, Corticotrophin-releasing factor 1 receptor",2011
"Synthesis and biological evaluation of 2,3-diarylimidazo[1,2-a]pyridines as antileishmanial agents",European Journal of Medicinal Chemistry,66,France,"2,3-Diarylimidazo[1,2-a]pyridines, Antileishmanial activity, Casein kinase 1, Direct arylation, Lipophilicity",2012
"Synthesis and anticonvulsant activity of 7-phenyl-6,7-dihydro-[1,2,4] triazolo[1,5-a]pyrimidin-5(4H)-ones and their derivatives",European Journal of Medicinal Chemistry,38,"China, Mongolia","Anticonvulsant, Imidazo[1,2-a]pyrimidin, Maximal electroshock, Pyrazolo[1,5-a]pyrimidin, Synthesis, Triazolo[1,5-a]pyrimidin",2011
Discovery of a Highly Selective Tankyrase Inhibitor Displaying Growth Inhibition Effects against a Diverse Range of Tumor Derived Cell Lines,Journal of Medicinal Chemistry,29,"Germany, United States",,2017
"Synthesis and antimicrobial evaluation of some new thiazoline and thiazolidinone derivatives incorporating [1,2,4]triazolo[1,5-a]benzimidazole",Indian Journal of Pharmaceutical Sciences,5,Egypt,"5-a]benzimidazole, [1,2,4]triazolo[1, Antimicrobial agents, Thiazolidinones, Thiazolines, Thiosemicarbazones",2013
"Convenient synthesis of alkenyl-, alkynyl-, and allenyl-substituted imidazo[1,2-a]pyridines via palladium-catalyzed cross-coupling reactions",Helvetica Chimica Acta,23,France,,2007
"Neutral sphingomyelinase 2 inhibitors based on the pyrazolo[1,5-a]pyrimidin-3-amine scaffold",European Journal of Medicinal Chemistry,1,United States,"Ceramide, Neutral sphingomyelinase 2, Phosphodiesterase, Pyrazolo[1,5-a]pyrimidin-3-amine, Sphingomyelin",2023
"Iodine mediated nitrosation of imidazo[1,5-a]N-heteroarenes using TBN (tBuONO) reagent",Tetrahedron Letters,1,India,"Imidazo[1,5-a]N-heteroarenes, Iodine, Nitrosation, TBN",2021
Bearing the brunt: Mongolian khulan (Equus hemionus hemionus) are exposed to multiple influenza A strains,Veterinary Microbiology,3,"Austria, Germany, Mongolia, Netherlands, Norway, United States","Antibodies, Asiatic wild asses, Exposure, Influenza A, Serology, Virus",2020
Anti-viral triterpenes: a review,Phytochemistry Reviews,40,India,"Anti-viral, Biosynthesis, Isoprenoid derivatives, Structure activity relationship, Triterpene",2022
In vitro optimization of structure activity relationships of analogues of A-331440 combining radioligand receptor binding assays and micronucleus assays of potential antiobesity histamine H3 receptor antagonists,Basic and Clinical Pharmacology and Toxicology,33,United States,,2004
"Synthesis and SAR of [1,2,4]triazolo[1,5-a]pyrimidines, a class of anticancer agents with a unique mechanism of tubulin inhibition",Journal of Medicinal Chemistry,203,United States,,2007
Synthesis and structure-activity relationship of tetrahydropyrazolopyrimidine derivatives - A novel structural class of potent calcium-sensing receptor antagonists,Bioorganic and Medicinal Chemistry,28,Japan,"Calcium-sensing receptor (CaSR) antagonist, Osteoporosis, PTH, Tetrahydropyrazolopyrimidine",2010
"Synthesis, SAR study, and biological evaluation of novel 2,3-dihydro-1H-imidazo[1,2-a]benzimidazole derivatives as phosphodiesterase 10A inhibitors",Bioorganic and Medicinal Chemistry,6,Japan,"Brain penetration, P-gp liability, PDE10A inhibitor, Schizophrenia, Y-maze",2019
"Synthesis, and biological evaluation of 3,6-diaryl-[1,2,4]triazolo[4,3-a]pyridine analogues as new potent tubulin polymerization inhibitors",European Journal of Medicinal Chemistry,41,China,"Antiproliferative activity, Synthesis, Tubulin polymerization, [1,2,4]triazolo[4,3-a]pyridine",2020
Identification of TUL01101: A Novel Potent and Selective JAK1 Inhibitor for the Treatment of Rheumatoid Arthritis,Journal of Medicinal Chemistry,9,China,,2022
"Antimalarial activity of imidazo[2,1-a]isoindol-5-ol derivatives and related compounds",European Journal of Medicinal Chemistry,20,"Brazil, Spain","Imidazoisoindoles, In vitro assays, In vivo assays, Mouse model, Plasmodium berghei, Plasmodium falciparum, Structure-activity relationship, Synthesis",2011
"Discovery of a Novel Series of Imidazo[1,2-a]pyrimidine Derivatives as Potent and Orally Bioavailable Lipoprotein-Associated Phospholipase A2 Inhibitors",Journal of Medicinal Chemistry,43,China,,2015
"Imidazo[1,2-a]quinoxalines for melanoma treatment with original mechanism of action",European Journal of Medicinal Chemistry,15,"France, Lebanon","A375 cells, Imidazo[1,2-a]pyrazine, Imidazo[1,2-a]quinoxaline, Imiqualines, Melanoma",2021
"Discovery of BGB-8035, a Highly Selective Covalent Inhibitor of Bruton’s Tyrosine Kinase for B-Cell Malignancies and Autoimmune Diseases",Journal of Medicinal Chemistry,2,China,,2023
"Useful Access to Uncommon Thiazolo[3,2-a]indoles",Journal of Organic Chemistry,1,"Italy, Slovenia",,2024
"Design, synthesis, and evaluation of A-ring-modified lamellarin N analogues as noncovalent inhibitors of the EGFR T790M/L858R mutant",Bioorganic and Medicinal Chemistry,28,Japan,"EGFR T790M/L858R mutant, EGFR tyrosine kinase inhibitors (EGFR-TKI), Lamellarin N, Structure-based drug design (SBDD), Water-soluble analogues",2017
"Discovery of Potent 2-Aryl-6,7-dihydro-5 H-pyrrolo[1,2- a]imidazoles as WDR5-WIN-Site Inhibitors Using Fragment-Based Methods and Structure-Based Design",Journal of Medicinal Chemistry,53,United States,,2018
"Synthesis, chemical behavior, structure elucidation and iNOS inhibitory activity of 1-substituted 3-methylsulfanyl-5,6,7,8-tetrahydro-1H-[1,2,4]-triazolo[1,2-a]pyridazines+",Pharmazie,2,Germany,,2017
"Rapid Access to Benzimidazo[1,2- a]quinoline-Fused Isoxazoles via Pd(II)-Catalyzed Intramolecular Cross Dehydrogenative Coupling: Synthetic Versatility and Photophysical Studies",Journal of Organic Chemistry,25,India,,2021
"An efficient synthesis and reactions of 3-(8-hydroxyquinolin-5-yl)-7- metyhlthio-5-oxo-5h-[1, 3] thiazolo [3, 2-a] pyrimidine-6-carbonitrile as antimicrobial agents",International Journal of Pharmacy and Pharmaceutical Sciences,2,Egypt,"Antimicrobial activity, Azetidenone, Pyrazolothiazolopyrimidine, Thiazolidenone, Thiazolo [3,2-a] pyrimidines, Thiazolpyrimidinothiazolopyrimidines",2014
"1,8-Naphthyridines IX. Potent anti-inflammatory and/or analgesic activity of a new group of substituted 5-amino[1,2,4]triazolo[4,3-a][1,8]naphthyridine-6- carboxamides, of some their Mannich base derivatives and of one novel substituted 5-amino-10-oxo-10H-pyrimido[1,2-a][1,8]naphthyridine-6-carboxamide derivative",European Journal of Medicinal Chemistry,24,Italy,"10H-pyrimido[1,2-a][1,8] naphthyridines, Analgesic, Anti-inflammatory, Gastrolesivity, [1,2,4]Triazolo[4,3-a][1,8]naphthyridines",2014
"Silver-and gold-mediated domino transformation: A strategy for synthesizing benzo[ e ]indolo[1,2-a ]pyrrolo/pyrido[2,1-c ][1,4]diazepine-3,9-diones",Journal of Organic Chemistry,40,China,,2011
"Ultrasound-Promoted and Base-Mediated Regioselective Bromination of Imidazo[1,2- a ]pyridines with Pyridinium Tribromide",Synthesis (Germany),16,China,"base mediated, bromination, imidazopyridines, metal-free synthesis, pyridinium tribromide, regioselectivity, ultrasonic irradiation",2020
"Synthesis of 2-Aryl-3-(arylselanyl)imidazo[1,2- a ]pyridines: Copper-Catalyzed One-Pot, Two-Step Se -Arylation of Selenium with Imidazopyridines and Triarylbismuthanes",Synthesis (Germany),19,Japan,"copper catalyst, imidazo[1,2- a ]pyridines, one-pot, two-step reaction, selenium, triarylbismuthanes",2018
Scaffold Diversity through a Branching Double-Annulation Cascade Strategy: Iminium-Induced One-Pot Synthesis of Diverse Fused Tetrahydroisoquinoline Scaffolds,Journal of Organic Chemistry,16,India,,2016
"Inhibition of the cellular function of perforin by 1-amino-2,4- dicyanopyrido[1,2-a]benzimidazoles",Bioorganic and Medicinal Chemistry,29,"Australia, Finland, New Zealand","Dicyanopyrido[1,2-a]benzimidazole, Perforin, Perforin inhibitor",2011
"Synthesis and positive inotropic evaluation of (E)-2-(4-Cinnamylpiperazin- 1-yl)-N-(1-substituted-4,5-dihydro-[1,2,4]triazolo[4,3-a]quinolin-7-yl) acetamides",Archiv der Pharmazie,7,China,"1-Cinnamylpiperazine, [1,2,4]Triazolo[4,3-a]quinoline, Positive inotropic activity, Stroke volume",2012
"Synthesis of Naphtho[1′,2′:4,5]imidazo[1,2-a]pyridines and Imidazo[5,1,2-cd]indolizines Through Pd-Catalyzed Cycloaromatization of 2-Phenylimidazo[1,2-a]pyridines with Alkynes",Journal of Organic Chemistry,63,China,,2015
Identification of a metabolically stable triazolopyrimidine-based dihydroorotate dehydrogenase inhibitor with antimalarial activity in mice,Journal of Medicinal Chemistry,243,"Australia, United States",,2009
"Imidazo[1,2-a]pyrazin-8-amine core for the design of new adenosine receptor antagonists: Structural exploration to target the A3and A2Asubtypes",European Journal of Medicinal Chemistry,17,Italy,"Adenosine receptor antagonists, Bicyclic heteroaromatic systems, G protein-coupled receptors, Imidazopyrazines, Ligand-receptor modeling studies",2017
"Synthesis of pyrazolo[1,5-a][1,3,5]triazine derivatives as inhibitors of thymidine phosphorylase",European Journal of Medicinal Chemistry,53,Singapore,"Enzyme inhibitor, Pyrazolo[1,5-a][1,3,5]triazines, Thymidine phosphorylase",2013
