Title,Source title,Cited by,Authors Country,Author Keywords,Year
Does active citizenship have an impact on the usage of e-Government services? The case of the European Union,"Proceedings of the European Conference on e-Government, ECEG",4.0,France,"Active citizenship, e-Government, e-participation",2014
Strategic intent and e-business in SMEs: Enablers and inhibitors,Information Resources Management Journal,78.0,United Kingdom,"e-commerce in SMEs, e-commerce managerial issues, e-commerce risks, e-commerceproblems, Small to medium-sized enterprises (SMEs)",2005
Community-based e-government: Libraries as e-government partners and providers,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),5.0,United States,"Collaborative e-government, E-government partnerships, Libraries",2010
"E-Government development in Bulgaria - status-quo, comparative study and perspectives","Proceedings of the European Conference on e-Government, ECEG",0.0,United Kingdom,"Bulgaria, E-Administration, E-Government, E-Procurement development, E-Services, innovations",2015
"Characterization of generalized (h,e)-implications based on the characterization of (f,e) and (g,e)-implications",Information Sciences,1.0,Spain,"(f,e) and (g,e)-implications, (h,e)-implications, characterization, Fuzzy implication function, Horizontal threshold method, Law of importation",2022
Psychological correlates of e-waste recycling intentions and behaviors: A meta-analysis,"Resources, Conservation and Recycling",4.0,Italy,"E-waste, E-waste recycling behaviors, E-waste recycling intentions, Meta-analysis, Theory of planned behavior",2024
The synthesis and cytotoxic activity of derivatives of 4β-hydroxywithanolide E,Steroids,2.0,China,"4β-Hydroxywithanolide E, Cytotoxic activity, Structure modification",2021
E-government⋯ Not e-governance⋯ Not e-democracy not now! Not ever?,ACM International Conference Proceeding Series,24.0,United States,"E-democracy, E-governance, E-government, E-government models, E-participation, Local E-government",2010
"Synthesis and evaluation of antidepressant activities of 5-alkoxy-6,7,8,9-tetrahydro-benzothieno[3,2-e]tetrazolo [1,5-a]pyrimidine derivatives",Latin American Journal of Pharmacy,2.0,"China, Mongolia","Antidepressant, Forced swimming test, Open-field test, Pyrimidine, Tetrazole, Thiophene",2014
Factors affecting success of e-Government portals: A perspective of software quality model,"Proceedings of the European Conference on e-Government, ECEG",10.0,Poland,"e-Government, e-Government portals, e-Government success factors, ISO/IEC 25010:2011, Poland, Software quality",2014
"Gaining customer loyalty in the e-tailing marketplace: The role of e-service quality, e-satisfaction and e-trust",International Journal of Technology Marketing,37.0,Greece,"E-loyalty, E-satisfaction, E-service quality, E-tailing services, E-trust, Online marketing",2014
Explore the Application of Computer Network Technology in E-Commerce,"Proceedings - 2022 International Conference on Computer Network, Electronic and Automation, ICCNEA 2022",2.0,China,"Application, Computer Network Technology, E-Commerce, E-Commerce Capital Flow, E-Commerce Information Flow, E-Commerce Logistics",2022
e-Business design: A shift to adaptability,"WINSYS 2009 - International Conference on Wireless Information Networks and Systems, Proceedings",0.0,United States,"Adaptive business, Adaptive design, Architecture, Business design pattern, Business profile, Downturn, e-Barter, e-Broker, e-Business, e-Business profile, e-Commerce, Economy, Mass market, Niche market",2009
The comparison of different e-readiness assessment tools,"2008 3rd International Conference on Information and Communication Technologies: From Theory to Applications, ICTTA",18.0,,"E-readiness, E-readiness assessment, E-readiness assessment tools",2008
The security requirement for off-line E-cash system based on IC Card,Proceedings of the International Conference on Parallel and Distributed Systems - ICPADS,6.0,,"E-cash protocol, E-cash system, Off-line E-cash system based on IC Card, Payment system",2005
"Re-evaluation of alginic acid and its sodium, potassium, ammonium and calcium salts (E 400-E 404) as food additives",EFSA Journal,54.0,,"Alginic acid (E 400), Ammonium alginate (E 403), Calcium alginate (E 404), Food additives, Potassium alginate (E 402), Sodium alginate (E 401)",2017
Almost e∗-continuous functions and their characterizations,Journal of Nonlinear Science and Applications,4.0,,"Almost e∗-continuity, e∗-closed graph, e∗-continuity, e∗-open, Faintly e∗-continuity, Weakly e∗-continuity",2016
"Hepatitis E: Discovery, global impact, control and cure",World Journal of Gastroenterology,135.0,India,"Communicable diseases, Discovery, Hepatitis E, Hepatitis E virus, Vaccine, Zoonosis",2016
The contribution of smart cross-border e-gov systems to life sciences and their applications,CEUR Workshop Proceedings,0.0,"United Kingdom, Greece","E-Agriculture, E-Authentication, E-government, E-Identification, Smart Applications in Agriculture, Smart Cross-Border e-Gov Systems",2017
Multi-criteria evaluation + the positional approach to candidate selection in e-voting,Decision Making: Applications in Management and Engineering,9.0,Azerbaijan,"Candidate selection, E-democracy, e-government, E-Government Maturity Model, E-voting, Election, Governance, MCDM",2019
Proposal of an e-learning Evaluation Model for Online Design Courses and Its Psychogalvanic Validation,"Smart Innovation, Systems and Technologies",1.0,India,"e-learning, e-learning design, e-learning evaluation, Galvanic skin response",2023
"Malononitrile-Catalyzed and Highly Selective Method for the Synthesis of 2-((E)-1,3-Diarylallylidene)malononitriles in Ionic Liquid",Synthetic Communications,6.0,China,"1,3-diarylallylidenemalononitrile, 2-(1-Arylethylidene)malononitrile, Ionic liquid, Malononitrile, Synthesis",2009
"Exploring the directionality of 5-substitutions in a new series of 5-alkylaminopyrazolo[4,3-e]1,2,4-triazolo[1,5-c]pyrimidine as a strategy to design novel human A3 adenosine receptor antagonists",Journal of Medicinal Chemistry,20.0,"Germany, Italy, Singapore",,2012
The interplay between E-government service adoption preferences and E-government service delivery in Germany,Proceedings of the Annual Hawaii International Conference on System Sciences,3.0,Germany,"E-government, E-service adoption preferences, E-service delivery, E-service delivery channels",2016
"Ramifications of the HLA-I Allelic Reactivity of Anti-HLA-E*01:01 and Anti-HLA-E*01:03 Heavy Chain Monoclonal Antibodies in Comparison with Anti-HLA-I IgG Reactivity in Non-Alloimmunized Males, Melanoma-Vaccine Recipients, and End-Stage Renal Disease Patients",Antibodies,5.0,"Morocco, United States","Closed conformers, Heavy chain, Heterodimers, HLA-E, HLA-Ia, HLA-Ib, Luminex, Mean fluorescent intensity (MFI), Monoclonal IgG antibodies, Monomeric, Monospecific, Multiplex bead assays, Open conformers, Polyreactive, α1 and α2 helices, β2microglobulin",2022
A hybrid architecture for one-stop e-government portal integration and interoperability,"2014 8th Malaysian Software Engineering Conference, MySEC 2014",2.0,Malaysia,"Integration, Interoperability, One-stop E-government Portal, Service Component Architecture (SCA), Software Architecture",2014
e-Learning Anaesthesia,AAGBI Core Topics in Anaesthesia,1.0,United Kingdom,"E-LA curriculum, block structure, E-LA FRCA curriculum, E-learning anaesthesia, E-Learning Anaesthesia project (e-LA), E-Sessions, Learning Management System, NHS e-learning anaesthesia project, Online educational resource, RCoA examinations, UK's National Health Service (NHS)",2011
Usability of Fag e 2 ImmunoCAP in the diagnosis of buckwheat allergy,Archives of Dermatological Research,20.0,Japan,"Allergen, Buckwheat, Diagnosis, Fag e 2, IgE",2011
Effects of national culture on e-government diffusion - A global study of 55 countries,Information and Management,85.0,"United Arab Emirates, Australia, Fiji, New Zealand","Cross-cultural studies, E-government development index, E-government diffusion, E-participation index, GLOBE societal culture practices",2014
An Interdisciplinary Scoping Review of Sustainable E-Learning within Human Resources Higher Education Provision,Sustainability (Switzerland),1.0,United Kingdom,"AI e-learning, desituated e-learning, digital learning, e-learning, e-learning and student perceptions, e-learning human resource education provision, e-learning quality assurance, online learning, sustainable e-learning, tertiary education, university support for e-learning",2023
The same wine but in new bottles. Public e-services divide and low citizens' satisfaction: An example from lebanon,International Journal of Electronic Government Research,13.0,France,"Citizen's satisfaction, E-access divide, E-service acceptance divide, E-services divide, Public e-service",2010
State of the Art of E-Democracy for Smart Cities,Advances in 21st Century Human Settlements,6.0,India,"Advantages and disadvantages of democracy, Ancient Indian and Greece practice of democracy, Citizen participation, Culture of democracy, Democracy, Democracy and panchayat system, E-democracy and smart cities, E-democracy and smart economic development, E-democracy defined, E-democracy typologies, Smart cities, Ten models of e-democracy, Tools of e-democracy",2017
Nonlinear programming problem for strongly E-invex sets and strongly E-preinvex functions,RAIRO - Operations Research,3.0,India,"E-invex sets, Nonlinear programming problem (NLPP), Strongly E-invex sets, Strongly E-preinvex functions",2022
E-Cigarette (E-Cig) Liquid Composition and Operational Voltage Define the in Vitro Toxicity of Δ8Tetrahydrocannabinol/Vitamin e Acetate (Δ8THC/VEA) E-Cig Aerosols,Toxicological Sciences,5.0,United States,"e-cigs aerosol lung toxicity, e-cigs aerosols nanoparticles, e-cigs aerosols respiratory effects, e-cigs aerosols ultrafine particles, EVALI e-cigs vaping acute lung injury",2022
Toward an E-Learning Adoption: Student Perspectives,"9th International Conference on ICT for Smart Society: Recover Together, Recover Stronger and Smarter Smartization, Governance and Collaboration, ICISS 2022 - Proceeding",6.0,"Indonesia, Malaysia","E-Learning Adoption, E-Learning Curriculum, Educational Partners, IT Infrastructure, Perceived Ease of Use",2022
A pragmatic approach to the e-Government maturity in Poland - Implementation and usage of SEKAP,"Proceedings of the European Conference on e-Government, ECEG",15.0,Poland,"e-Government maturity, e-Government maturity models, E-Government services, Levels of e-Government maturity, Poland, SEKAP",2013
Comparative Study of United Nations E-Government Indicators Between World Leaders and India (Measuring Digital India),"5th IEEE International Conference on Advances in Science and Technology, ICAST 2022",0.0,India,"Digital India, e-Government, EGDI, India, NeGP, UN e-Government Survey, United Nations",2022
e-Business design: A shift to adaptability,"SIGMAP 2009 - International Conference on Signal Processing and Multimedia Applications, Proceedings",0.0,United States,"Adaptive business, Adaptive design, Architecture, Business design pattern, Business profile, Downturn, e-Barter, e-Broker, e-Business, e-Business profile, e-Commerce, Economy, Mass market, Niche market",2009
Study on combining of E-commerce and E-marketing,Journal of Software,5.0,China,"E-commerce, E-commerce E-marketing, E-marketing",2010
Meta model of e-learning materials development,ICEIS 2014 - Proceedings of the 16th International Conference on Enterprise Information Systems,3.0,Latvia,"E-Learning Management Systems, E-Learning Materials, E-Learning Objects, E-Learning Standards, Metadata Models",2014
"Effect of Smoking on Tp-e Interval, Tp-e/QT and Tp-e/QTc Ratios as Indices of Ventricular Arrhythmogenesis",Heart Lung and Circulation,23.0,,"Nicotine, Smokers, Tp-e interval, Tp-e/QT ratio, Ventricular arrhythmogenesis",2014
"Pyrazole[3,4-e][1,4]thiazepin-7-one derivatives as a novel class of Farnesoid X Receptor (FXR) agonists",Bioorganic and Medicinal Chemistry,39.0,"Italy, Peru, United States","1H-Pyrazole[3,4-e][1,4]thiazepin-7-one, Farnesoid X Receptor (FXR), Heterocyclic chemistry, Non-steroidal FXR agonist, Virtual screening",2012
"Synthesis, anti-inflammatory evaluation and in silico studies of naphtho[1,2-e][1,3]oxazine derivatives as potential non-steroidal anti-inflammatory agents",Medicinal Chemistry Research,12.0,India,"Aldehydes, Amines, Anti-inflammatory, Heterogeneous catalyst, Oxazine, β-naphthol",2020
