id,year,title,publicationname,citedbycount,asia,oceania,europe,north_america,south_america,africa,keywords_list,cluster,keyword_category
382,2021,Reduced ELANE and SLPI expression compromises dental pulp cell activity,Cell Proliferation,2,7,0,0,0,0,0,"['cytokines', 'inflammation', 'neutropenia', 'neutrophil elastase', 'periodontitis', 'protease']",2,Cell Biology and Biochemistry
383,2021,"The economic history of Thailand: Old debates, recent advances, and future prospects",Australian Economic History Review,0,2,0,0,0,0,0,"['agriculture', 'development', 'economic history', 'Thailand', 'wages']",4,Public Health and Epidemiology
384,2021,Flexible cotton-AuNP thread electrode for non-enzymatic sensor of uric acid in urine,Cellulose,6,3,0,0,0,0,0,"['Cotton thread', 'Flexible electrode', 'Gold nanoparticle', 'Non-enzymatic sensor', 'Uric acid']",1,Medical and Technological Advances
385,2021,Solution-mediated transformation of natural zeolite to ANA and CAN topological structures with altered active sites for ethanol conversion,Advanced Powder Technology,3,3,1,0,0,0,0,"['Acetaldehyde production', 'Analcime zeolite', 'Cancrinite zeolite', 'Ethanol conversion', 'Natural mordenite zeolite']",1,Medical and Technological Advances
386,2021,Dose calculation accuracy in particle therapy: Comparing carbon ions with protons,Medical Physics,5,1,0,3,0,0,0,"['carbon ions', 'dose calculation algorithms', 'heterogeneous phantom', 'protons']",2,Cell Biology and Biochemistry
387,2021,Analysis of flocculation in a jet clarifier. Part 2 - Analysis of aggregate size distribution versus Camp number,Chemical Engineering Research and Design,1,3,0,2,0,0,0,"['Camp number Gt', 'Floc size distribution', 'Image analysis', 'Jet clarifier', 'Velocity gradient']",1,Medical and Technological Advances
388,2021,Incidence / predictors of pediatric obstructive sleep apnea with normal oximetry,Pediatrics International,2,4,0,0,1,0,0,"['adenotonsillar hypertrophy', 'nocturnal oximetry', 'obstructive sleep apnea']",1,Medical and Technological Advances
389,2021,Overall survival with warfarin vs. low-molecular-weight heparin in cancer-associated thrombosis,Journal of Thrombosis and Haemostasis,7,1,0,0,4,0,0,"['anticoagulation', 'cancer-associated thrombosis', 'low-molecular-weight heparin', 'venous thromboembolism', 'warfarin']",2,Cell Biology and Biochemistry
390,2021,Analysis of flocculation in a jet clarifier. Part 1 – Global and local hydrodynamic analysis,Chemical Engineering Research and Design,1,1,0,2,0,0,0,"['Hydrodynamics', 'Jet clarifier', 'Particle image velocimetry', 'Velocity gradient']",1,Medical and Technological Advances
391,2021,Vertical Vibration of Multiple Flexible Strip Foundations on Multilayered Transversely Isotropic Poroelastic Soils,International Journal of Geomechanics,7,2,0,0,1,0,0,"['Dynamic structure-soil-structure interaction', 'Fourier integral transform', 'Layered media', 'Stiffness matrix method', 'Transverse isotropy', 'Variational methods']",1,Medical and Technological Advances
392,2021,Clinical and pathological attributes of hepatocellular carcinoma showing lack of restricted diffusion on magnetic resonance imaging,Journal of Health Science and Medical Research,0,3,0,1,1,0,0,"['Diffuse weighted imaging', 'Hepatocellular carcinoma', 'Histological grading', 'Liver', 'Non-restricted diffusion']",1,Medical and Technological Advances
393,2021,A study of the tp53 germline mutation and clinicopathologic features in thai children with adrenocortical carcinoma,Journal of Health Science and Medical Research,0,4,0,0,0,0,0,"['Adrenocortical carcinoma', 'Children', 'Germline mutation', 'Hereditary', 'Li-Fraumeni syndrome', 'TP53']",1,Medical and Technological Advances
394,2021,Annealing dependent synthesis of cyto-compatible nano-silver/calcium hydroxyapatite composite for antimicrobial activities,Arabian Journal of Chemistry,19,6,0,1,0,0,2,"['Antibacterial activity', 'Anticancer studies', 'Brine shrimp assay', 'Hydroxyapatite', 'Synthetic urine', 'Ureolytic Bacillus sp.']",1,Medical and Technological Advances
395,2021,Molecular and functional insights into glutathione S-transferase genes associated with salt stress in Halothece sp. PCC7418,Plant Cell and Environment,9,4,0,0,0,0,0,"['cyanobacteria', 'gene expression', 'oxidative stress']",2,Cell Biology and Biochemistry
396,2021,Identification of in vivo expressed proteins in live attenuated lipopolysaccharide mutant that mediates heterologous protection against Leptospira spp,Veterinary Microbiology,1,6,3,0,0,0,0,"['Cross-protection', 'In vivo induced genes', 'Leptospirosis', 'Live attenuated vaccine']",1,Medical and Technological Advances
397,2021,Failure Analysis of Dapped-End Cracking in Posttensioned Bridge Girder,Journal of Bridge Engineering,7,5,0,0,0,0,0,"['Bridge girders', 'Cracks', 'Dapped-end', 'Finite-element analysis', 'Prestressed concrete']",1,Medical and Technological Advances
398,2021,"Streptomyces endocoffeicus sp. nov., an endophytic actinomycete isolated from Coffea arabica (L.)","Antonie van Leeuwenhoek, International Journal of General and Molecular Microbiology",1,6,0,0,0,0,0,"['16S rRNA gene', 'Coffea arabica L', 'Endophytic actinobacterium', 'Streptomyces']",1,Medical and Technological Advances
399,2021,Relationship between microstructure and performances of simultaneous biaxially stretched films based on thermoplastic starch and biodegradable polyesters,International Journal of Biological Macromolecules,16,3,0,0,0,0,0,"['Biaxially stretched film', 'Biodegradable polyesters', 'Thermoplastic starch']",1,Medical and Technological Advances
400,2021,Paper-based sensor from pyrrolidinyl peptide nucleic acid for the efficient detection of Bacillus cereus,Analytical and Bioanalytical Chemistry,5,5,0,0,0,0,0,"['Bacillus cereus', 'Carboxymethylcellulose', 'Foodborne pathogens', 'Paper-based sensor', 'Peptide nucleic acid']",1,Medical and Technological Advances
401,2021,Prevalence and Impact of Obesity on Disease-specific Outcomes in a Population-based Cohort of Patients with Ulcerative Colitis,Journal of Crohn's and Colitis,9,1,0,0,2,0,0,"['inflammatory bowel disease [IBD]', 'obesity', 'Ulcerative colitis[UC]']",0,Sustainability and Diversity
402,2021,Modifications of the wetting characteristics of electrodeposited porous copper by controlling the plating parameters and storage conditions,Micron,2,2,0,0,0,0,0,"['Electrodeposition', 'Porous copper', 'Storage conditions', 'Wettability']",1,Medical and Technological Advances
403,2021,Production of bio-hydrogenated diesel from palm oil using Rh/HZSM-5 in a continuous mini fixed-bed reactor,Chemical Engineering and Processing - Process Intensification,7,4,0,0,0,0,0,"['Biohydrogenated diesel', 'Fixed-bed reactor', 'Hydroprocessing', 'Palm oil', 'Zeolite']",1,Medical and Technological Advances
404,2021,Characterization of Human Immunodeficiency Virus (HIV) Infection in Cisgender Men and Transgender Women Who Have Sex with Men Receiving Injectable Cabotegravir for HIV Prevention: HPTN 083,Journal of Infectious Diseases,55,2,0,0,14,2,1,"['cabotegravir', 'HIV', 'HPTN 083', 'injectable', 'long-acting', 'men who have sex with men', 'preexposure prophylaxis', 'prevention', 'TDF/FTC']",0,Sustainability and Diversity
405,2021,"Development of an electrochemical sensor for nitric oxide based on carbon paste electrode modified with Nafion, gold nanoparticles and graphene nanoribbons",Sensors and Actuators B: Chemical,17,1,0,4,0,0,0,"['Carbon paste electrode', 'Electrocatalysis', 'Electrochemical determination', 'Gold nanoparticles', 'Graphene nanoribbons', 'Nitric oxide']",1,Medical and Technological Advances
406,2021,Protection of electricity transmission infrastructure from sinkhole hazard based on electrical resistivity tomography,Engineering Geology,14,2,0,0,2,0,0,"['Cavity', 'Electrical resistivity tomography', 'Power transmission towers', 'Sinkhole collapses']",1,Medical and Technological Advances
407,2021,Photo-catalytic reforming of aqueous phase derived from hydrothermal liquefaction of Nostoc ellipsosporum for bio-hydrogen production,International Journal of Energy Research,4,5,0,0,0,0,0,"['aqueous phase', 'bio-hydrogen', 'bio-oil', 'hydrothermal liquefaction', 'photo-catalytic reforming', 'titanium dioxide']",1,Medical and Technological Advances
408,2021,Antibacterial and water-repellent cotton fabric coated with organosilane-modified cellulose nanofibers,Industrial Crops and Products,8,2,0,0,0,0,0,"['3-Aminopropyl trimethoxysilane', 'Antimicrobial activity', 'Cellulose coating', 'Cellulose nanofiber modification', 'Cytotoxicity', 'Water-repellency']",1,Medical and Technological Advances
409,2021,Identifying influencing groundwater parameter on human health associate with irrigation indices using the Automatic Linear Model (ALM) in a semi-arid region in India,Environmental Research,39,3,0,2,0,0,0,"['Automatic Linear Modelling (ALM)', 'Groundwater contamination', 'Integrated method', 'Irrigation indices', 'Irrigation water quality']",1,Medical and Technological Advances
410,2021,High-efficiency biodiesel production using rotating tube reactor: New insight of operating parameters on hydrodynamic regime and biodiesel yield,Renewable and Sustainable Energy Reviews,10,8,0,0,0,0,0,"['Biodiesel', 'Hydrodynamic regime', 'Rotating Reynolds number', 'Rotating tube reactor', 'Taylor number', 'Taylor-Couette flow', 'Transesterification']",1,Medical and Technological Advances
411,2021,Patient dosimetry of 177Lu-PSMA I&T in metastatic prostate cancer treatment: the experience in Thailand,Annals of Nuclear Medicine,4,5,0,0,0,0,0,"['177Lu-PSMA I&T', 'MIRD scheme', 'Radionuclide therapy', 'Theranostics']",1,Medical and Technological Advances
412,2021,Microalgae and ammonia: A review on inter-relationship,Fuel,82,6,0,0,0,0,0,"['Ammonia', 'Bio-ammonia production', 'Biomass', 'Inter-relationship', 'Microalgae', 'Sustainability']",1,Medical and Technological Advances
413,2021,"Increased nitro-oxidative toxicity in association with metabolic syndrome, atherogenicity and insulin resistance in patients with affective disorders",Journal of Affective Disorders,12,1,1,1,0,1,0,"['biomarkers', 'Bipolar disorder', 'Major depression', 'Metabolic syndrome', 'oxidative and nitrosative stress', ' antioxidants']",0,Sustainability and Diversity
414,2021,Microstructural and electrochemical supercapacitive properties of Cr-doped CuO thin films: Effect of substrate temperature,International Journal of Energy Research,7,5,0,0,0,0,0,"['chromium-doped copper oxide', 'magnetron sputtering', 'microstructures', 'substrate temperature', 'supercapacitor']",2,Cell Biology and Biochemistry
415,2021,Modulating Zn deposition via ceramic-cellulose separator with interfacial polarization effect for durable zinc anode,Nano Energy,125,5,0,0,0,0,0,"['Anode', 'Cellulose separator', 'Dendrites-free', 'Zinc-ion batteries', 'ZrO2']",1,Medical and Technological Advances
416,2021,The therapeutic effects of Bombyx mori sericin on rat skin psoriasis through modulated epidermal immunity and attenuated cell proliferation,Journal of Traditional and Complementary Medicine,6,5,0,0,0,0,0,"['Animal model', 'Imiquimod', 'Mass spectrometry', 'Proteomics', 'Silkworm']",1,Medical and Technological Advances
417,2021,Transition metal single-atom anchored g-CN monolayer for constructing high-activity multifunctional electrocatalyst,Applied Surface Science,15,2,0,0,0,0,0,"['Density functional theory', 'Hydrogen evolution reaction', 'Multifunctional electrocatalyst', 'Oxygen evolution and reduction reaction']",1,Medical and Technological Advances
418,2021,Hierarchical phase evolution in a lamellar Al0.7CoCrFeNi high entropy alloy involving competing metastable and stable phases,Scripta Materialia,13,2,0,1,2,0,0,"['Complex concentrated alloys', 'Eutectic microstructure', 'High entropy alloys', 'Intermetallic precipitates', 'Widmanstatten']",1,Medical and Technological Advances
419,2021,A proof-of-concept study of maternal immune activation mediated induction of Toll-like receptor (TLR) and inflammasome pathways leading to neuroprogressive changes and schizophrenia-like behaviours in offspring,European Neuropsychopharmacology,11,4,2,1,0,0,0,"['Inflammasome', 'Maternal immune activation', 'Neuroprogression', 'Schizophrenia', 'Toll-like receptor']",1,Medical and Technological Advances
420,2021,Bus arrival time prediction and reliability analysis: An experimental comparison of functional data analysis and Bayesian support vector regression,Applied Soft Computing,13,6,0,0,0,0,0,"['Bus arrival time prediction', 'Bus travel time reliability', 'Real-time transit information system', 'Skewed journey time distribution']",1,Medical and Technological Advances
421,2021,Ultrasound Liver Imaging Reporting and Data System (US LI-RADS) Visualization Score: a reliability analysis on inter-reader agreement,Abdominal Radiology,8,1,0,0,4,0,0,"['Hepatocellular carcinoma', 'Inter-reader agreement', 'Screening and surveillance', 'Ultrasound LI-RADS', 'Visualization Score']",1,Medical and Technological Advances
422,2021,Data-driven short-term natural gas demand forecasting with machine learning techniques,Journal of Petroleum Science and Engineering,9,1,0,1,4,0,0,"['Artificial neural networks', 'Conjugate gradient', 'Gradient boosting', 'Machine learning', 'Natural gas forecasting', 'Natural gas supply chain']",1,Medical and Technological Advances
423,2021,Urea-extracted sericin is potentially better than kojic acid in the inhibition of melanogenesis through increased reactive oxygen species generation,Journal of Traditional and Complementary Medicine,5,4,0,0,0,0,0,"['Melanocyte', 'ROS', 'Sericin extraction', 'Silk', 'Tyrosinase activity']",1,Medical and Technological Advances
424,2021,"Review on hydrothermal liquefaction aqueous phase as a valuable resource for biofuels, bio-hydrogen and valuable bio-chemicals recovery",Chemosphere,21,4,0,0,0,0,0,"['Bio-chemicals', 'Bio-hydrogen', 'Bio-oil', 'Gasification', 'HTL-aqueous phase', 'Hydrothermal liquefaction']",1,Medical and Technological Advances
425,2021,Application of Hydrophilic–Lipophilic Deviation Equations to the Formulation of a Mixed-Surfactant Washing Agent for Crude Rice Bran Oil Removal from Spent Bleaching Earth,Journal of Surfactants and Detergents,5,2,0,0,0,0,0,"['Crude rice bran oil', 'Hydrophilic–lipophilic deviation', 'Microemulsion-based washing solution', 'Mixed surfactant', 'Spent bleaching earth']",1,Medical and Technological Advances
426,2021,"Experimental and theoretical studies on structural, morphological, electronic, optical and magnetic properties of Zn1-xCuxO thin films (0≤x≤0.125)",Materials Science in Semiconductor Processing,5,4,0,0,0,0,3,"['Copper-doped zinc oxide thin films', 'Density functional theory', 'Ferromagnetic phase', 'LDA+U approach', 'Sol-gel technique', 'Spin coating method']",1,Medical and Technological Advances
427,2021,Enzyme-free impedimetric biosensor-based molecularly imprinted polymer for selective determination of L-hydroxyproline,Biosensors and Bioelectronics,12,5,0,0,0,0,0,"['Bone diseases', 'Electrochemical impedance spectroscopy', 'L-hydroxyproline', 'Molecularly imprinted polymer', 'Non-enzymatic sensor']",1,Medical and Technological Advances
428,2021,"Recent developments on bismuth oxyhalides (BiOX; X = Cl, Br, I) based ternary nanocomposite photocatalysts for environmental applications",Chemosphere,67,3,1,0,0,0,0,"['Bismuth oxyhalides', 'Organic pollutants', 'Photocatalysis', 'Ternary nanocomposite', 'Wastewater treatment']",1,Medical and Technological Advances
429,2021,"Bioaccessibility and antioxidant activity of phenolic acids, flavonoids, and anthocyanins of encapsulated Thai rice bran extracts during in vitro gastrointestinal digestion",Food Chemistry,17,5,0,0,0,0,0,"['Anthocyanins', 'Bioaccessibility', 'Phenolic compounds', 'Rice bran', 'Simulated gastrointestinal digestion']",1,Medical and Technological Advances
430,2021,Open sandwich fluorescence-linked immunosorbent assay for detection of soy isoflavone glycosides,Food Chemistry,4,6,0,0,0,0,0,"['Antibody', 'Daidzin', 'Genistin', 'Open sandwich fluorescence-linked immunosorbent assay', 'Soy isoflavone glycosides', 'Soybean']",1,Medical and Technological Advances
431,2021,"BAM15, a Mitochondrial Uncoupling Agent, Attenuates Inflammation in the LPS Injection Mouse Model: An Adjunctive Anti-Inflammation on Macrophages and Hepatocytes",Journal of Innate Immunity,19,3,0,0,0,0,0,"['BAM15', 'Inflammation', 'Macrophage', 'Metabolism', 'Mitochondrial uncoupling']",1,Medical and Technological Advances
432,2021,Pyrrolidinyl peptide nucleic acids bearing hydroxy-modified cyclobutane building blocks: Synthesis and binding properties,Biopolymers,3,2,0,1,0,0,0,"['DNA', 'PNA', 'properties', 'RNA', 'synthesis']",4,Public Health and Epidemiology
433,2021,Bioballs carrying a syntrophic Rhodococcus and Mycolicibacterium consortium for simultaneous sorption and biodegradation of fuel oil in contaminated freshwater,Chemosphere,12,4,0,0,0,0,0,"['Biodegradation', 'Defined consortia', 'Fuel oil', 'Immobilization', 'River sediment']",1,Medical and Technological Advances
434,2021,Cell-Derived Microparticles in Blood Products from Blood Donors Deficient in Glucose-6-Phosphate Dehydrogenase,Lab Medicine,1,3,0,0,0,0,0,"['blood donor', 'flow cytometry', 'G6PD deficiency', 'microparticle', 'packed red blood cells', 'transfusion']",0,Sustainability and Diversity
435,2021,"Genistein and exercise treatment reduced NASH related HDAC3, IL-13 and MMP-12 expressions in ovariectomized rats fed with high fat high fructose diet",Journal of Traditional and Complementary Medicine,5,2,0,0,0,0,0,"['Estrogen deficiency', 'Exercise', 'Genistein', 'Nonalcoholic steatohepatitis', 'Ovariectomized']",1,Medical and Technological Advances
436,2021,CRRT in developing world,Seminars in Dialysis,1,6,0,0,1,0,0,"['AKI', 'barrier', 'CRRT', 'developing world', 'limited resources']",4,Public Health and Epidemiology
437,2021,Botulinum toxin for chronic rhinitis: A systematic review and meta-analysis,International Forum of Allergy and Rhinology,4,3,0,0,0,0,0,"['allergic rhinitis', 'botulinum toxins', 'botulinum toxins type A', 'quality of life', ' rhinitis']",1,Medical and Technological Advances
438,2021,An Implementation Framework for Telemedicine to Address Noncommunicable Diseases in Thailand,Asia-Pacific Journal of Public Health,9,14,0,0,0,0,0,"['health care services', 'health communication', 'noncommunicable diseases', 'population health', 'telemedicine']",2,Cell Biology and Biochemistry
439,2021,Does firm-level political risk influence corporate social responsibility (CSR)? Evidence from earnings conference calls,Financial Review,18,1,1,0,2,0,0,"['corporate social responsibility', 'CSR', 'instrumental variable', 'political exposure', 'political risk', 'risk mitigation']",1,Medical and Technological Advances
440,2021,Antioxidant effects and in vitro cytotoxicity on human cancer cell lines of flavonoid-rich flamboyant (Delonix regia (bojer) raf.) flower extract,Current Pharmaceutical Biotechnology,3,3,0,0,0,0,0,"['Anticancer', 'Antineoplastic agents', 'Antioxidants', 'Cell lines', 'Flamboyant) Delonix regia) Bojer (Raf)', 'Flavonoids']",1,Medical and Technological Advances
441,2021,Corporate social responsibility decisions in apparel supply chains: The role of negative emotions in Bangladesh and Pakistan,Corporate Social Responsibility and Environmental Management,9,1,0,3,0,0,0,"['Bangladesh', 'corporate social responsibility decisions', 'fear and anger', 'global value chains', 'negative emotions', 'Pakistan', 'supplier factory senior managers']",1,Medical and Technological Advances
442,2021,Resumption of interatrial conduction after atrial premature beat in baseline interatrial aberrancy,Annals of Noninvasive Electrocardiology,0,2,0,0,0,0,0,"['advanced interatrial block', 'atrial aberrancy', 'atypical advanced interatrial block', 'interatrial aberrancy', 'interatrial block', 'second-degree interatrial block']",1,Medical and Technological Advances
443,2021,Phylogenomic Analysis of Ultraconserved Elements Resolves the Evolutionary and Biogeographic History of Segmented Trapdoor Spiders,Systematic Biology,15,10,1,3,1,0,0,"['biogeography', 'concatenation', 'Liphistiidae', 'molecular dating', 'summary coalescent', 'UCEs']",2,Cell Biology and Biochemistry
444,2021,Management and Outcomes of Suspected Infectious and Inflammatory Lung Abnormalities Identified on Lung Cancer Screening CT,American Journal of Roentgenology,10,1,0,0,3,0,0,"['Cancer screening', 'Incidental', 'Infection', 'Lung cancer', 'Radiology']",1,Medical and Technological Advances
445,2021,Use of a novel lumen apposing metallic stent for drainage of the bile duct and gallbladder: Long term outcomes of a prospective international trial,Digestive Endoscopy,17,6,0,0,0,0,0,"['acute cholecystitis', 'EUS-guided choledochoduodenostomy', 'EUS-guided gallbladder drainage', 'malignant biliary obstruction']",1,Medical and Technological Advances
446,2021,Pathogenesis of Thai duck Tembusu virus in BALB/c mice: Descending infection and neuroinvasive virulence,Transboundary and Emerging Diseases,10,4,0,0,0,0,0,"['BALB/c mice', 'duck Tembusu virus', 'pathogenesis', 'virus distribution']",0,Sustainability and Diversity
447,2021,THE EFFECT OF INFORMATION TECHNOLOGY AND DYNAMIC CAPABILITIES ON HUMAN RESOURCES COMPETENCIES AND INNOVATIVE PERFORMANCE,ABAC Journal,2,9,0,0,0,0,0,"['Dynamic Capabilities', 'Human Resource Competencies', 'Information Technology Capabilities', 'Innovative Performance']",1,Medical and Technological Advances
448,2021,"THE SUBSTANTIAL LESSENING OF COMPETITION TEST FOR MERGERS UNDER THE TRADE COMPETITION ACT B.E. 2560: LESSONS FROM THE UNITED STATES, EUROPEAN UNION, JAPAN, AND SINGAPORE",ABAC Journal,0,4,0,0,1,0,0,"['Business combinations', 'Competition law', 'Merger control', 'Substantial lessening of competition']",1,Medical and Technological Advances
449,2021,INFLUENCE OF KNOWLEDGE MANAGEMENT ORIENTATION ON PERFORMANCE WITH INNOVATIVENESS IN SMEs,ABAC Journal,1,4,1,0,0,0,0,"['innovativeness', 'Knowledge management orientation', 'performance', 'small and medium-sized companies', 'SMEs']",4,Public Health and Epidemiology
450,2021,BUSINESS SUCCESS FOR SUSTAINABILITY INDICATOR DEVELOPMENT OF ONE TAMBON ONE PRODUCE†,ABAC Journal,1,5,0,0,0,0,0,"['Business Success for Sustainability', 'Indicator Development', 'One Tambon One Product']",1,Medical and Technological Advances
451,2021,THE INFLUENCE OF CORPORATE IMAGE AND MARKETING MIX ON CONSUMER MOTIVES: AN EMPIRICAL STUDY OF MK RESTAURANTS,ABAC Journal,1,2,0,0,0,0,0,"['Corporate Image', 'Customer Motives', 'Marketing Mix', 'Suki Restaurant']",1,Medical and Technological Advances
452,2021,CROSS-CULTURAL COMPETENCE - A CRUCIAL FACTOR THAT AFFECTS CHINESE CORPORATIONS’ BUSINESS PERFORMANCE IN THE EASTERN SPECIAL DEVELOPMENT ZONE OF THAILAND,ABAC Journal,2,5,0,1,0,0,0,"['Business performance', 'Business strategy emphasis', 'Cross-cultural competence', 'Eastern Special Economic Zone', 'Environmental Dimensions']",1,Medical and Technological Advances
453,2021,Analyzing Productivity and Behavior of Plastic Drop-Off Points: A Case Study of Send Plastic Home Project in Plastic Waste Recycling during COVID-19 Outbreak,Engineering Journal,4,5,0,0,0,0,0,"['Drop-off points', 'Extended theory of planned behavior (TPB)', 'Factor analysis of mixed data (FAMD)', 'Plastic waste separation', 'Productivity index']",1,Medical and Technological Advances
454,2021,Wound-aided semi-solid poly(vinyl alcohol) hydrogels incorporating essential oil-loaded chitosan nanoparticles,International Journal of Biological Macromolecules,9,3,0,0,0,0,0,"['Chitosan nanoparticles', 'Clove essential oil', 'Semi-solid hydrogel', 'Turmeric essential oil', 'Wound dressing']",1,Medical and Technological Advances
455,2021,COVID-19 seroprevalence among hospital staff and preprocedural patients in Thai community hospitals: A cross-sectional study,BMJ Open,6,3,0,0,2,0,0,"['COVID-19', 'hospitals', 'SARS-CoV-2', 'seroepidemiologic studies', 'Thailand']",4,Public Health and Epidemiology
456,2021,Do short sellers exacerbate volatility?,Managerial Finance,1,2,1,0,0,0,0,"['Abnormal short selling', 'Jumps', 'Order imbalance', 'Realized volatility', 'Trading volume']",1,Medical and Technological Advances
457,2021,Vaginal microbiota affects urinary tract infection risk in women with systemic lupus erythematosus: A pilot cross-sectional study from Thailand,Lupus Science and Medicine,2,6,0,0,0,0,0,"['inflammation', 'lupus erythematosus', 'systemic', 'therapeutics']",0,Sustainability and Diversity
458,2021,Presence of Candida tropicalis on Staphylococcus epidermidis Biofilms Facilitated Biofilm Production and Candida Dissemination: An Impact of Fungi on Bacterial Biofilms,Frontiers in Cellular and Infection Microbiology,9,3,0,0,0,0,0,"['antibiofilm activity', 'biofilms', 'Candida tropicalis', 'infectious synergism', 'Staphylococcus epidermidis']",2,Cell Biology and Biochemistry
459,2021,The birth of geometry in exponential random graphs,Journal of Physics A: Mathematical and Theoretical,3,2,0,1,0,0,0,"['Boltzmann-Gibbs ensemble', 'Graph diameter', 'Graph transitivity', 'Random geometry', 'Triangulations']",1,Medical and Technological Advances
460,2021,Listeria monocytogenes 10403S Alternative Sigma-54 Factor σL Has a Negative Role on Survival Ability Under Bile Exposure,Frontiers in Microbiology,1,3,0,0,1,0,0,"['alternative sigma L', 'bile', 'Listeria monocytogenes', 'negative regulator', 'RNA-seq', 'stress']",0,Sustainability and Diversity
461,2021,"Premature Senescence and Telomere Shortening Induced by Oxidative Stress From Oxalate, Calcium Oxalate Monohydrate, and Urine From Patients With Calcium Oxalate Nephrolithiasis",Frontiers in Immunology,5,5,0,0,0,0,0,"['calcium oxalate', 'cellular senescence', 'kidney calculi', 'nephrolithiasis', 'oxalates', 'oxidative stress', 'urine']",2,Cell Biology and Biochemistry
462,2021,Novel Approach to Assess Cardiac Function Using Systolic Performance and Myocardial Performance Indices From Simultaneous Electrocardiography and Phonocardiography Recordings in Dogs With Various Stages of Myxomatous Mitral Valve Disease,Frontiers in Veterinary Science,2,4,0,0,0,0,0,"['cardiac time intervals', 'dogs', 'electrocardiography', 'MMVD', 'myocardial performance index', 'phonocardiography', 'systolic performance index', 'Tei index']",0,Sustainability and Diversity
463,2021,Resonant Hamiltonian systems and weakly nonlinear dynamics in AdS spacetimes,Classical and Quantum Gravity,9,1,0,1,0,0,0,"['gravitational dynamics', 'integrable motion', 'multiscale analysis', 'quantum chaos theory', 'resonant bounded domains', 'symmetry-based selection rules', 'weak turbulence']",1,Medical and Technological Advances
464,2021,Catalytic performance of acid catalysts for sorbitol dehydration to isosorbide,Nihon Enerugi Gakkaishi/Journal of the Japan Institute of Energy,1,5,0,0,0,0,0,"['Amberlyst-15', 'H-beta', 'Isosorbide', 'Purolite CT269', 'Sulfuric acid catalyst']",1,Medical and Technological Advances
465,2021,"Frequency of four-dimensional oral health problems across dental fields - A comparative survey of Slovenian and international dentists Pogostost štiridimenzionalnih zobozdravstvenih problemov po specialističnih področjih - Primerjava rezultatov ankete, opravljene med Slovenskimi in tujimi zobozdravniki",Zdravstveno Varstvo,1,8,1,16,3,2,5,"['dental specialties', 'dentistry', 'dentists', 'oral health', 'oral health models', 'patients', 'questionnaires', 'Slovenia', 'surveys', 'World Health Organization']",0,Sustainability and Diversity
466,2021,Structural properties of charged compact stars with color-flavor-locked quarks matter,Modern Physics Letters A,0,3,0,1,0,1,1,"['CFL EoS', 'Charged star']",1,Medical and Technological Advances
467,2021,Comparative Genomic Analysis and a Novel Set of Missense Mutation of the Leptospira weilii Serogroup Mini From the Urine of Asymptomatic Dogs in Thailand,Frontiers in Microbiology,0,3,0,1,0,0,0,"['comparative genomic analysis', 'dogs', 'Leptospira weilii serogroup Mini', 'missense mutation', 'plasmid']",0,Sustainability and Diversity
468,2021,Improvement of Gut Diversity and Composition after Direct-Acting Antivirals in Hepatitis C Virus-Infected Patients with or without Human Immunodeficiency Virus Coinfection,Journal of Infectious Diseases,2,6,0,0,1,0,0,"['16S rRNA', 'DAAs', 'gut microbiota', 'HCV', 'HIV', 'SVR']",1,Medical and Technological Advances
469,2021,Accuracy of Flash Glucose Monitoring During Postprandial Rest and Different Walking Conditions in Overweight or Obese Young Adults,Frontiers in Physiology,4,5,0,0,0,0,0,"['continuous glucose monitoring', 'exercise', 'obesity', 'postprandial glycemia', 'sensor accuracy']",0,Sustainability and Diversity
470,2021,Toward Integrated Multi-Omics Intervention: Rice Trait Improvement and Stress Management,Frontiers in Plant Science,9,4,0,0,0,0,0,"['genomics', 'metabolomics', 'omics', 'proteomics', 'rice', 'stress', 'transcriptomics']",2,Cell Biology and Biochemistry
471,2021,Neuronal growth and synaptogenesis are inhibited by prenatal methamphetamine exposure leading to memory impairment in adolescent and adult mice,Toxicology Letters,4,3,0,0,0,0,0,"['Brain-derived neurotrophic factor', 'Memory impairment', 'Methamphetamine', 'Prenatal', 'Synapsin-1', 'Synaptogenesis']",1,Medical and Technological Advances
472,2021,Antibiotic resistant bacteria and genes in shrimp aquaculture water: Identification and removal by ferrate(VI),Journal of Hazardous Materials,26,4,0,0,1,0,0,"['Antibiotic resistance genes', 'Antibiotic resistant bacteria', 'Antibiotics', 'Ferrate(VI) treatment', 'Shrimp aquaculture']",1,Medical and Technological Advances
473,2021,"Contamination of antibiotics and sul and tet(M) genes in veterinary wastewater, river, and coastal sea in Thailand",Science of the Total Environment,14,4,0,0,0,0,0,"['Antibiotics', 'Aquatic environment', 'Pig farm', 'Resistance', 'Sea']",1,Medical and Technological Advances
474,2021,"Editorial: Resistance and Tolerance in Food-Borne Pathogens: Mechanisms, Public Health Impact, and Control Measures",Frontiers in Microbiology,0,2,0,0,3,0,0,"['antibiotic resistance', 'food safety', 'foodborne pathogens', 'public health', 'stress tolerance']",1,Medical and Technological Advances
